acc,loss,val_acc,val_loss
0.73070834585,0.538267975234,0.754161616822,0.49560435262
0.755053643254,0.493645838764,0.765960076101,0.472839666723
0.765031072284,0.473126964428,0.77179747152,0.466489177792
0.774464334404,0.456748101881,0.776163148258,0.454863998413
0.781649814158,0.44517021115,0.781072990677,0.445915643961
0.787545989815,0.433930081457,0.785475770424,0.43883038082
0.79274340469,0.424532718693,0.78844393692,0.436469812509
0.79986086411,0.41393313951,0.786180710267,0.438295047051
0.804010139172,0.406040965426,0.789717774965,0.431541615257
0.809971243938,0.397286515942,0.79468945384,0.427588264234
0.814828554651,0.388286501736,0.7908803067,0.429367205983
0.81873975616,0.38001922128,0.795332556239,0.426745040675
0.823856782713,0.372494708343,0.798251253235,0.427161939006
0.828247223842,0.36455035525,0.798708845526,0.423889800053
0.831762667551,0.357601677134,0.801169949011,0.42816816943
0.835998514341,0.351420262989,0.802926115709,0.425198938352
0.839640724933,0.344526431791,0.801466767065,0.42525090035
0.843205637998,0.338388635408,0.800922603412,0.42620913721
0.846220201126,0.331225108168,0.802666399995,0.428377220678
0.849825309033,0.32523516369,0.805585097577,0.43770209317
