acc,loss,val_acc,val_loss
0.740039576196,0.513248509008,0.75715451757,0.478595185103
0.763661378833,0.471488802546,0.76866852887,0.455762606621
0.775963885969,0.448875015199,0.780714336659,0.442807343215
0.787493427349,0.4302093919,0.787281405006,0.43135638629
0.79726988666,0.413723436889,0.792141776632,0.426114599508
0.806189900032,0.397734276565,0.793972147386,0.422498619464
0.814222550193,0.384527661989,0.797966804409,0.4185505605
0.821927463015,0.370081968399,0.799982682619,0.419996955178
0.829443772634,0.35731935634,0.80192435877,0.416247553236
0.836582876032,0.345842438141,0.803049788749,0.416680040338
0.842095661349,0.334323887751,0.801417296493,0.422067819255
0.848839006235,0.323707612928,0.803643423536,0.418518902104
0.852966637487,0.314288023881,0.802134604833,0.417230798213
0.859308040839,0.303969287807,0.807081547534,0.439373323484
0.864542558622,0.294264448253,0.806228200058,0.436712231395
0.868475404027,0.286981472214,0.809765264541,0.447248465842
0.872927681314,0.278719864702,0.810123920623,0.444011021638
0.877114058202,0.271444599076,0.811175144529,0.448659473697
0.881238598625,0.263256353228,0.808949019958,0.435181688761
0.884763318197,0.257339604585,0.810630980757,0.426998302723
