acc,loss,val_acc,val_loss
0.739047089114,0.514444821903,0.756424842366,0.474450900993
0.761923754206,0.470191367418,0.769793958892,0.456927495825
0.77432829189,0.449478884621,0.768557221965,0.457746749575
0.784231515848,0.432805385947,0.780380419143,0.439979506511
0.793327765846,0.417695913613,0.78285389123,0.433846093648
0.801722163825,0.403256677166,0.785859159881,0.432011065403
0.809624955671,0.388980538681,0.790657695617,0.42885878626
0.81786785196,0.375134263766,0.792042838107,0.427899762294
0.825489285101,0.361147327035,0.792030471235,0.42817536415
0.832878828058,0.349530842754,0.792450961558,0.433447615467
0.839081097962,0.338217409063,0.794602882476,0.433212619746
0.845982127973,0.326825761244,0.797496844407,0.437574633052
0.851726802204,0.316119837055,0.795134678086,0.439643881126
0.856630491012,0.306221609982,0.79781839509,0.450117132317
0.863315091071,0.295029101279,0.797224762339,0.455697397633
0.867878675354,0.287700215886,0.796532189288,0.44951385988
0.872893670885,0.2778076495,0.799426153095,0.450300948201
0.877191355665,0.269476590239,0.798337824679,0.470217601592
0.881374640476,0.260873163802,0.79919117233,0.475340773061
0.886210308711,0.253984033445,0.796618762016,0.484701780412
